Genome	C04M3AN_ss Relative Abundance (%)	C04M3CO_ss Relative Abundance (%)	C04M3CR_ss Relative Abundance (%)	C04M3DR_ss Relative Abundance (%)	C04M3DT_ss Relative Abundance (%)	C04M3F1_ss Relative Abundance (%)	C04M3F2_ss Relative Abundance (%)	C04M3F3_ss Relative Abundance (%)	C04M3HR_ss Relative Abundance (%)	C04M3HT_ss Relative Abundance (%)	C04M3OP_ss Relative Abundance (%)	C13F5AN_ss Relative Abundance (%)	C13F5CO_ss Relative Abundance (%)	C13F5CR_ss Relative Abundance (%)	C13F5DR_ss Relative Abundance (%)	C13F5DT_ss Relative Abundance (%)	C13F5F1_ss Relative Abundance (%)	C13F5F2_ss Relative Abundance (%)	C13F5F3_ss Relative Abundance (%)	C13F5HR_ss Relative Abundance (%)	C13F5HT_ss Relative Abundance (%)	C13F5OP_ss Relative Abundance (%)
MGBC143123	0.00067433994	0.00051588827	0.0007954114	0.00069826195	0.0004965872	0.00023687242	0.00120717	0.00038789367	0.0011417776	0.00074259983	0.00047143552	0.0019290986	0.0040011993	0.0045818007	0.0012249805	0.0031670844	0.004672707	0.009955757	0.0010188358	0.004056997	0.0017267736	0.0010602192
MGBC143144	0.0009760772	0.006681656	0.0057752444	0.004612246	0.001659907	0.0055559007	0.007995846	0.00078948814	0.006688552	0.005276248	0.0037254805	0.000542398	0.0011564461	0.0005856955	0.00088492833	0.00034224772	0.0012901063	0.0008043432	0.00014451378	0.0007119937	0.00034405466	0.0016721268
MGBC143167	0.00054831634	0.0022763964	0.0018223247	0.0016694453	0.00081131834	0.0021071904	0.0028742976	0.00043595827	0.0018374152	0.002679721	0.002138378	0.00093354145	0.0016142915	0.001841702	0.0021073576	0.0007922792	0.0023117505	0.0016978543	0.0006421474	0.0011483186	0.0011496664	0.0015337731
MGBC143173	0.00021610866	0.0010846232	0.0010754933	0.0019266396	0.0006231284	0.0022921606	0.0027835409	0.00017521257	0.001505697	0.0016672341	0.0005004793	0.00027489732	0.0005330229	0.0003559771	0.00074131344	0.00018734083	0.00049452775	0.00027978004	0.00004288101	0.0002741932	0.00014352736	0.001121606
MGBC143234	0.01123999	0.0043103322	0.005993293	0.0071182065	0.010043401	0.005292914	0.00409573	0.011603413	0.0051633352	0.0047172876	0.008226131	0.0072551747	0.003677673	0.0075029857	0.0049060183	0.0090236	0.0032725965	0.0028509563	0.0075353044	0.00498313	0.005679889	0.0042044134
MGBC143306	0.0698479	0.019271718	0.033317197	0.040289942	0.055241987	0.030276781	0.027086321	0.0768183	0.025385877	0.025016189	0.04103639	0.048881743	0.020116583	0.052034575	0.03794638	0.07448927	0.024453694	0.028536845	0.061687678	0.043702442	0.047467086	0.029646926
MGBC143446	0.0012858901	0.0062945243	0.0046898643	0.004272554	0.0013167366	0.0032279496	0.005078369	0.0003376931	0.00394062	0.0042634197	0.0019199757	0.0033719232	0.008357047	0.004091142	0.004313296	0.0014448244	0.010351864	0.007854599	0.0015386691	0.00623365	0.006751621	0.010566802
MGBC143551	0.00085378316	0.00066319265	0.0019010503	0.0005402154	0.0011523766	0.0005403629	0.0019284241	0.000699075	0.0006355152	0.0012708756	0.0005154597	0.000012911027	0.000015186405	0	0	0.000012541141	0.000045499746	0	0	0.00008065098	0.00004046829	0
MGBC143556	0.0372185	0.14240582	0.12366314	0.14704944	0.05163303	0.20755255	0.25499108	0.032635998	0.14346173	0.26853824	0.09814043	0.04864617	0.11708659	0.09458403	0.10974241	0.032997124	0.1086981	0.05615207	0.015913235	0.07861021	0.061345756	0.18189673
MGBC143594	0.0008350654	0.005748348	0.004549068	0.0058819246	0.0025096622	0.004147793	0.005366424	0.0007093534	0.0073403264	0.016643547	0.0042747036	0.0013146022	0.004780566	0.0017334893	0.00655243	0.00081165583	0.002975969	0.0012871006	0.00041365414	0.0030636098	0.001981274	0.0049240855
MGBC143601	0	0.00042392072	0.00010758085	0	0	0	0	0	0.0004732704	0	0.000051932315	0	0.00010104272	0	0	0.000020860618	0	0	0	0.0000894352	0.00006686518	0.00048668738
MGBC143606	0.003162122	0.010412573	0.010238026	0.01034345	0.0035698386	0.012558383	0.01539829	0.0024642763	0.009356884	0.012556019	0.010056757	0.004228126	0.00836079	0.0068895714	0.008864669	0.0024889708	0.012163109	0.0072887954	0.001789965	0.0066344934	0.006116349	0.013779511
MGBC143610	0.0046057315	0.022881545	0.017344473	0.016881859	0.0060202572	0.014583992	0.022526635	0.0013934488	0.015019544	0.013420419	0.012426397	0.013768079	0.042363327	0.020474235	0.018177195	0.006389448	0.03025244	0.020646913	0.0032601787	0.026796589	0.017419409	0.041278806
MGBC143644	0	0.0001960878	0.00040830873	0.000027598311	0.00019520057	0.000117353826	0.0001482282	0.000024195318	0.00009836577	0.000058328573	0.00009223312	0	0.00010767268	0	0.000026640517	0	0	0	0	0.00011912939	0.000023910257	0.00013393171
MGBC143655	0.018623324	0.003494002	0.0069810743	0.015776567	0.010720754	0.009551005	0.0077097095	0.021181354	0.008489944	0.0050467667	0.0094624385	0.01672898	0.0021785952	0.013958387	0.008345244	0.015353276	0.008217689	0.009656234	0.03200348	0.015041939	0.015357007	0.01789632
MGBC143693	0.0001984165	0.00012705137	0.00013146256	0	0.00008628408	0.00006687714	0.00006235403	0.00013489445	0.00018591163	0.00010454644	0.0000887418	0	0	0	0.000018627967	0	0	0	0	0	0	0
MGBC143734	0.003346375	0.015076361	0.016933102	0.019154513	0.005414368	0.014522752	0.021110341	0.0034556026	0.018123627	0.021542326	0.012207048	0.007480497	0.027210128	0.011934115	0.018919835	0.0038528042	0.015489407	0.009519505	0.001755598	0.0124755725	0.009946821	0.019989356
MGBC143741	0.0015015402	0.0060862154	0.0048194136	0.007258369	0.0020603521	0.007258867	0.009500935	0.0015378775	0.005384308	0.0068269502	0.005399615	0.026388343	0.13903439	0.07427814	0.02755101	0.03016732	0.07068391	0.06721632	0.009117244	0.09110326	0.06991609	0.22548215
MGBC143759	0.0011883653	0.0036332642	0.0034548908	0.0050341208	0.0012294867	0.0047278884	0.006579123	0.00047951748	0.0026524116	0.0034391123	0.0024802452	0.0010805961	0.0011936207	0.00054762757	0.002142568	0.00038096638	0.0015781709	0.0013291927	0.00028024436	0.0017890951	0.0011266944	0.0047684596
MGBC143782	0.008801954	0.05516968	0.037076462	0.013346728	0.016756987	0.07950525	0.053528465	0.026747752	0.028342897	0.0643314	0.022489324	0.0009354548	0.0064000543	0.0053550564	0.004521807	0.0020277903	0.00547429	0.005496267	0.0014780887	0.00082703127	0.00072177686	0.0020934881
MGBC143783	0.0001401714	0.00030342554	0.00045713776	0.0002699134	0.000088231514	0.00043260722	0.0008490736	0.000057092882	0.000088928646	0.00022710917	0.00022225226	0.00007451065	0.00020311271	0.00003596121	0.000089867775	0.000046783258	0.00024218996	0.00011517128	0.00008532567	0.00007533471	0.000035232548	0.000013743061
MGBC143807	0.0014164919	0.0015081024	0.0011081221	0.00071089965	0.0011910964	0.00076934986	0.00043949333	0.00026467931	0.00074330234	0.00075680227	0.0016757267	0.0030319788	0.0009388026	0.00043170952	0.00029588284	0.0005200047	0.0011209081	0.0028200392	0.0012279177	0.000740913	0.0002833698	0
MGBC143808	0.0057321996	0.0015351016	0.0026208304	0.0033146234	0.0043668593	0.0022988364	0.0024587316	0.0059610046	0.0018317263	0.0021700172	0.003660237	0.0029440143	0.0012258444	0.0032715274	0.0025240134	0.0040090275	0.0016904862	0.0018099829	0.0034068548	0.0022134911	0.0028570862	0.0017542295
MGBC143865	0	0.000010293163	0.000009773817	0.000009443247	0.000016889295	0.000029882216	0.000020273992	0	0.000019223717	0.00000994581	0.000009436197	0.00000780441	0	0	0	0	0.000009167842	0	0	0.000008125269	0.00003261617	0.000009308628
MGBC143869	0.0012501096	0.00022502465	0.0005446884	0.00078833796	0.000981913	0.00071946264	0.00049626466	0.0013062049	0.0004669305	0.000567364	0.0011616311	0.0012994801	0.00052197336	0.0010666248	0.0009393396	0.0015056122	0.0010441294	0.00084958074	0.0016773635	0.001486715	0.0010842852	0.0009595336
MGBC143875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC143931	1.3361549	0.4517372	1.1795707	0.88631046	1.3672467	0.4023818	0.31411538	1.555826	0.7782253	0.82530826	0.37484297	1.2395372	0.45322418	0.37542963	0.36172706	1.29751	0.31973866	0.4795604	1.2710168	1.3199927	0.85937274	1.4088604
MGBC143955	0.006871561	0.008528115	0.010491338	0.012461965	0.002523404	0.004835926	0.02585669	0.012252619	0.0047329934	0.0072094277	0.0036485274	0.01876394	0.1371432	0.16831732	0.02597112	0.105296254	0.17664056	0.3440015	0.02229688	0.0035649843	0.027778817	0.0060621784
MGBC143961	0.0006827654	0.00047027666	0.00073142006	0.0011625317	0.00012383854	0.0004568766	0.0020931584	0.0008973022	0.00048824283	0.00070755545	0.00048162055	0.00008505164	0.0006676097	0.000029692148	0.000054377342	0	0.000100580706	0.00023625213	0.00053927413	0.0001337139	0.002028417	0.0005593061
MGBC143965	0	0.0000682119	0.0001398129	0.00010948816	0.00004218214	0.000033207165	0.00006706485	0.00005458908	0.00017460834	0.00014766486	0.000046769153	0.00015446673	0.00007616932	0.00006135084	0	0.000022476865	0.00025863768	0.00015097595	0.000049016344	0.00011991626	0.000050878774	0.00013944048
MGBC143968	0.0011630335	0.00031159582	0.0004320604	0.0006263827	0.00070843264	0.0005903174	0.00037726434	0.0010935967	0.00019291723	0.00030697027	0.0004932478	0.000183249	0.00004933542	0.00013083362	0.00015740242	0.0002749906	0.00011227873	0.0001037144	0.00020756938	0.00015003093	0.00013797882	0.00006247194
MGBC144528	0.005086323	0.0012844184	0.002098996	0.0028345345	0.0042637717	0.0021291624	0.0017613193	0.0054533742	0.0018088587	0.0017585667	0.0026853285	0.003990469	0.0016396396	0.0044542826	0.0051159267	0.0075554415	0.0028996693	0.0034533264	0.0067375703	0.0024673142	0.003137057	0.0015622496
MGBC144733	0.014318628	0.017060623	0.014706676	0.009860467	0.015943814	0.026874065	0.017308386	0.013895213	0.014449336	0.02048705	0.013202796	0.010437478	0.016011136	0.014662011	0.01098301	0.011651968	0.005744762	0.0051670033	0.012361549	0.009552946	0.009010004	0.00868344
MGBC145212	0.0014366125	0.0070834844	0.0060445336	0.0054756114	0.0018941229	0.004477677	0.0068099755	0.00029395046	0.004968642	0.003995301	0.0031254773	0.0034957298	0.007708273	0.0032930204	0.003794556	0.0014869572	0.009845886	0.006639994	0.0015741158	0.0062572937	0.0052059647	0.009406172
MGBC145421	0.007402028	0.31928676	0.116807766	0.017302642	0.023695337	0.05308484	0.046506006	0.004743724	0.39706507	0.2319692	0.051695	0.0066506467	0.03781662	0.01940894	0.021558452	0.0036497277	0.014013214	0.008346237	0.0013991075	0.009869014	0.0077533163	0.019735692
MGBC145961	0.00003069935	0.000032286	0.000003927587	0.000019817016	0.0000029319212	0.0000249052	0.00018840072	0.000084459505	0.00008250737	0.000039855997	0.0000309673	0.000026134878	0.00016886924	0.00029880877	0.000060847357	0.00010137533	0.00033709305	0.0006259396	0.0000989112	0.00022202825	0.00017730505	0.000062344196
MGBC146413	0.0009307954	0.0074561695	0.0067143077	0.0023494305	0.0013264753	0.0026041423	0.0036637809	0.00070557185	0.005840231	0.006343046	0.0028667755	0.0024667885	0.008130233	0.002252719	0.0032846737	0.00078952126	0.0047931382	0.0028006905	0.00032075855	0.003908972	0.0023509255	0.004282999
MGBC146938	0.000015828971	0.00017487087	0.000057134694	0.000018482908	0.000099501995	0.000039165618	0.000019840758	0	0.000093813775	0.000093569244	0.00009197616	0.00007637639	0.00017572037	0.00025415767	0.00012447393	0.00008902594	0.00014355093	0.00019273958	0.00005771513	0.00011026274	0.00011022764	0.00008951811
MGBC147098	0.0073952107	0.0013470509	0.0031341729	0.0037278633	0.0071032313	0.0036482143	0.0025432396	0.009136354	0.004087923	0.0026525469	0.0031097743	0.0057469364	0.001914982	0.005857451	0.0044120597	0.007479685	0.0026124015	0.003460754	0.010234541	0.005721126	0.007069526	0.004332843
MGBC147221	0.0018165384	0.001501928	0.0010816482	0.00089299714	0.001778502	0.0010313181	0.00072747574	0.0017332503	0.0010490749	0.0009969454	0.0016514468	0.0023542787	0.00071616255	0.0007107317	0.00041372632	0.0011313073	0.0007697786	0.0014832685	0.0015992105	0.0010211691	0.0006174949	0.0005256523
MGBC147835	0.00033493145	0.001789428	0.0018931472	0.0014308235	0.0006957681	0.0012236028	0.0011113774	0.00011885771	0.0010753177	0.0010448687	0.0014633805	0.00045509593	0.0014318152	0.0006531808	0.00093330326	0.0003874579	0.0013299251	0.0008431325	0.000091107686	0.0008868033	0.0005126582	0.001547647
MGBC147955	0.0019112524	0.010935057	0.007820421	0.006463495	0.0020533302	0.005303661	0.0077575357	0.0005529789	0.0072956407	0.0070633735	0.0029050116	0.012313977	0.016119014	0.0069777737	0.012674936	0.0033471251	0.050330356	0.029382188	0.0072176135	0.0145221315	0.03566617	0.030574497
MGBC147959	0.0044442215	0.022610873	0.017040148	0.013960583	0.0044181873	0.010711346	0.013408397	0.0014684225	0.013951823	0.012331043	0.019516721	0.018914597	0.046566796	0.014808977	0.026102884	0.0058678584	0.040999018	0.035020933	0.0041510654	0.021693867	0.015017206	0.01686636
MGBC148030	0.00013645364	0.00015168605	0.00020780943	0.000170488	0.00018005654	0.0001692413	0.00015826346	0	0.00022004587	0.00016235649	0.00012376721	0.0003975804	0.00014814385	0.00044899803	0.00023265556	0.00011204744	0.00033002795	0.00029881686	0.00017697128	0.00053081795	0.00042771155	0.0003821807
MGBC148330	0.0023948255	0.019136777	0.012271144	0.00883686	0.0040164357	0.008223364	0.013137095	0.0007593546	0.010645485	0.011563948	0.0063592433	0.0116630895	0.03299137	0.014130578	0.011090447	0.0051808557	0.02423211	0.019579208	0.0020190326	0.020193383	0.01175068	0.025833372
MGBC148678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC149507	0.0061867614	0.019056901	0.018297235	0.01182255	0.0069710254	0.013476712	0.015714256	0.0053046425	0.01371156	0.012526865	0.01190651	0.004852288	0.011542855	0.0062042694	0.008153602	0.0027994688	0.011764306	0.006586714	0.001718886	0.0058880197	0.004046317	0.012817483
MGBC149812	0.0026473356	0.033677597	0.019365791	0.008987789	0.008473376	0.010633212	0.013902424	0.0004899744	0.010995757	0.0032500804	0.0010874984	0.0009193209	0.0026418169	0.0014475279	0.0019948469	0.0005823241	0.0029265382	0.002715123	0.0003489399	0.0021464853	0.0011876081	0.003404084
MGBC149824	0.0010842711	0.0051246695	0.00485324	0.005711759	0.0013248982	0.0033016687	0.004768203	0.00031858537	0.004166786	0.002660121	0.0018783765	0.023534494	0.012908969	0.0044725314	0.024976747	0.0030173173	0.093247496	0.050312355	0.0174846	0.01831057	0.078764565	0.05026409
MGBC150235	0.013462856	0.002283509	0.0044145077	0.011575518	0.008273087	0.006224999	0.0048658475	0.017349502	0.0034003784	0.0031716432	0.005424235	0.005128245	0.0013656083	0.0047447956	0.0040731826	0.0059829047	0.002116894	0.004214769	0.009114644	0.0049699335	0.0040582065	0.004361475
MGBC150403	0.0005929718	0.000115383285	0.00026512527	0.00039988983	0.00058438326	0.00023328052	0.00018104598	0.00041331162	0.00026597298	0.0001509817	0.00048507142	0.0004681537	0.00013189159	0.0002855365	0.0001470033	0.00039829206	0.0001228257	0.00031687424	0.00079825637	0.00014669313	0.0002843874	0.000046521734
MGBC150675	2.8024492	1.265182	1.0046895	1.621662	2.68957	1.2332174	0.94806826	2.477998	2.5472624	1.8643177	3.442049	4.3489227	2.2377374	3.6830413	2.5727885	4.965332	1.5889974	0.72926015	2.8142257	2.7392478	2.8334048	2.711351
MGBC150826	0.00024957256	0.00008475852	0.0002472946	0.00038646563	0.000081893835	0.0001952307	0.00056281354	0.00020866386	0.000083149534	0.00014542442	0.00007340557	0.0007094533	0.004016223	0.0036550856	0.00095103437	0.0023615565	0.005125951	0.008391016	0.0007528108	0.0027665508	0.0013288795	0.00072195235
MGBC150949	0.0005664711	0.0032818622	0.002677823	0.0018624316	0.0006015103	0.002195733	0.0023477164	0.00018330666	0.0026302806	0.0022141126	0.0018943931	0.0005794762	0.001637899	0.0016826321	0.001957151	0.00074053544	0.0032513307	0.002297444	0.0014417855	0.00085849676	0.0013118505	0.0020550163
MGBC150980	0.16617191	0.021103766	0.046898104	0.09547904	0.11273863	0.058963843	0.05463362	0.14959797	0.09846451	0.050957322	0.028017927	0.12243691	0.013082989	0.05621034	0.15892783	0.094952144	0.048180908	0.051789258	0.098141015	0.08780407	0.13469769	0.087658845
MGBC151438	0.002676427	0.011017136	0.009143114	0.007804449	0.002884455	0.009749595	0.008081897	0.0007760004	0.012789844	0.009875362	0.0072725466	0.004993989	0.007819251	0.0044902116	0.009810159	0.0026874836	0.010209404	0.0043811603	0.0010239503	0.0027298082	0.002773824	0.01341257
MGBC151495	0.0031962823	0.03405761	0.026991522	0.0342498	0.008692336	0.03525126	0.049004424	0.0029796902	0.017436031	0.01666335	0.026031425	0.0021561936	0.014812089	0.009093163	0.01509098	0.0040629837	0.009011895	0.004087064	0.00049718976	0.0030786206	0.0016784193	0.016253235
MGBC151524	2.4998133	3.2024608	1.9766911	1.1024598	2.29558	1.1740543	0.6835347	1.0286683	1.5613306	1.5946325	3.5724506	6.7852526	2.3951752	0.9940168	0.5429278	0.9083452	2.7348406	6.0438814	2.6179528	1.1719437	0.74082506	0.007109937
MGBC151848	0.00014725226	0.0015511448	0.0010450467	0.0007197954	0.00055284204	0.000866179	0.0011831839	0.00008187359	0.001135936	0.0023811893	0.000261146	0.0003473524	0.0011569195	0.0006845955	0.00063229114	0.00025474903	0.0009911151	0.0009751654	0.00014671854	0.0010266054	0.00049589854	0.0016979565
MGBC152050	0.018799325	0.0026966713	0.0077444385	0.01166979	0.024828497	0.008928407	0.0055196015	0.026322786	0.008499059	0.006323039	0.010383223	0.010675038	0.0030950345	0.0117876455	0.007381688	0.013073032	0.0044979914	0.0071901856	0.024394143	0.0069257743	0.0119254645	0.0050358903
MGBC152089	0.008711637	0.0033009683	0.003063806	0.0054615936	0.006934659	0.0029792164	0.0026463107	0.0084325485	0.006241458	0.0045198575	0.008496948	0.008451497	0.0044236872	0.007233031	0.0049009193	0.009110779	0.0035511279	0.0017274597	0.008318823	0.005399638	0.005849221	0.0065130293
MGBC152178	0.0002492859	0.00012608597	0.00021909409	0.00009658924	0.0001782456	0.000076377146	0.00008236672	0.00014896256	0.000068583424	0.000050729	0.00010592399	0.00036913127	0.0001271153	0.00041977974	0.00037828082	0.0006408149	0.00020419572	0.00045212996	0.00062147394	0.00033099126	0.00029937024	0.00004754259
MGBC152290	0.001290184	0.00047730416	0.0007986346	0.0007579474	0.0008804157	0.000541897	0.0003162957	0.0011826191	0.0005735763	0.0006549329	0.00090527127	0.0009556956	0.0003509567	0.000646798	0.0005398565	0.0009987871	0.00038838756	0.00027876458	0.00091569655	0.0008175977	0.0006799559	0.00062714785
MGBC152421	0.00013804385	0.00046998097	0.00091226585	0.000114102084	0.00031340757	0.0001944156	0.00032343593	0.00014355748	0.0013096393	0.0004926867	0.000512939	0.0004558596	0.0009501452	0.00071703317	0.00029554823	0.00038224785	0.0009867175	0.0018088304	0.00038606155	0.0025719553	0.00055183325	0.0007465021
MGBC152423	0.0037512563	0.013082929	0.009643039	0.008802161	0.0031586364	0.009433083	0.012604891	0.0008970536	0.009946175	0.008891787	0.006473854	0.009016395	0.026833825	0.011011749	0.009647129	0.0040879347	0.018948797	0.013916159	0.002100519	0.015152055	0.0075778337	0.019242823
MGBC152544	0.0008056707	0.0052920086	0.0035583868	0.002616265	0.0009214614	0.0022209415	0.0038221027	0.00019597539	0.003495541	0.0025937879	0.0017037522	0.0018333652	0.005270177	0.002825273	0.002933217	0.001022754	0.0046758363	0.003098587	0.00075040763	0.0027814982	0.0024960279	0.005064508
MGBC152639	0.00022660532	0.00045107704	0.001230774	0.0005687223	0.00028865528	0.00039222062	0.00021946283	0.00027509374	0.0016020593	0.0006463108	0.0013183304	0.00062743755	0.0018882421	0.0026816002	0.0011257472	0.00027526327	0.0014215077	0.0007956938	0.0001260775	0.0011965919	0.00025997244	0.00024995097
MGBC152734	0.0074402248	0.0009869557	0.0023191187	0.0048003723	0.0050999103	0.003029786	0.002392571	0.008197218	0.0029481952	0.0018306192	0.002663216	0.0018044345	0.0003850751	0.0014828413	0.0013425611	0.0015759148	0.0006590857	0.0013276136	0.004725201	0.0014405682	0.0038526827	0.004109998
MGBC152987	0.0007207249	0.0003167532	0.00039838054	0.0004723805	0.00039252153	0.0006835111	0.0008199343	0.00036011427	0.0008525823	0.00021504212	0.0013082934	0.0009083575	0.0018073778	0.0010980408	0.0004762139	0.0005618613	0.0016224144	0.0020072998	0.0009401854	0.008147658	0.0029396622	0.0028755453
MGBC153020	0.0015763439	0.010586025	0.0069561633	0.005768555	0.0022902067	0.004681518	0.008247611	0.0007089863	0.0067242766	0.005330021	0.0048102	0.005389767	0.012873809	0.006123179	0.006400908	0.002192861	0.011307636	0.008397372	0.00090956426	0.0078005074	0.005557667	0.01056235
MGBC153213	0.023364656	0.0048757326	0.009520164	0.010376718	0.020889789	0.010315999	0.008211536	0.022185417	0.012281684	0.011325272	0.013512152	0.01667241	0.0074014403	0.017186146	0.0080846995	0.020800602	0.007948169	0.009444294	0.023406655	0.025348661	0.023345366	0.018360736
MGBC153228	0.011827371	0.0030137447	0.007835223	0.007754567	0.013554006	0.0056908396	0.004069707	0.01422623	0.0072730887	0.005625018	0.010148691	0.010371141	0.003148336	0.01131791	0.0069663688	0.011217012	0.0049794912	0.008181564	0.024461793	0.0060630566	0.0095474105	0.004168686
MGBC153299	0.0018565884	0.010003437	0.0066568223	0.005286107	0.0024692127	0.009446711	0.008443621	0.0009260849	0.0087851025	0.08870003	0.0138472505	0.006199461	0.022576276	0.009646011	0.012872322	0.0034859907	0.01521339	0.0076208245	0.0012625989	0.011901934	0.0077523286	0.015261396
MGBC153675	0.00019044362	0.00023605583	0.00019746748	0.00026462303	0.00022673226	0.00019078469	0.000077448385	0.00014197383	0.0005665256	0.00058811175	0.00023024391	0.000743795	0.001144062	0.00078177353	0.0003474076	0.0007687051	0.0008084864	0.0016657833	0.00036506078	0.0009981261	0.00055590033	0.00012466693
MGBC153954	0.0043996517	0.00073628937	0.0019024223	0.002911011	0.004441926	0.0018881036	0.0014193879	0.005867687	0.0025766562	0.0011929824	0.0023962187	0.002461972	0.00038167136	0.0019595397	0.0018625688	0.0018191653	0.0012730755	0.0011951159	0.007289365	0.0014735577	0.0025861259	0.001940709
MGBC153991	0.01887581	0.06579778	0.07369873	0.053666595	0.032195065	0.030664977	0.029511824	0.0038804763	0.04493133	0.045164976	0.057402015	0.010415893	0.032194197	0.025425581	0.029293016	0.00788442	0.027423192	0.017592518	0.006282076	0.012462549	0.009902134	0.015815834
MGBC154005	0.00018407556	0.00076693227	0.0007086381	0.00063085713	0.0002650399	0.00077777094	0.0010719979	0.00008758347	0.0007954394	0.00046313304	0.0004375104	0.0001166631	0.00025027953	0.00017220672	0.0002422915	0.00004991805	0.00028499964	0.00014030261	0.000035392954	0.00023182925	0.00014483283	0.00047970467
MGBC154526	0.0042530084	0.045301795	0.033722814	0.012040604	0.0041446337	0.013960999	0.0147348065	0.0014325345	0.023880836	0.021888586	0.03827735	0.0100314	0.017391304	0.0078050406	0.012791325	0.0040614936	0.028279133	0.011192213	0.0018904356	0.007585332	0.00541721	0.021280747
MGBC154832	0.0042887023	0.1062104	0.068201736	0.011901345	0.01815279	0.02149249	0.07060962	0.0009751554	0.08727984	0.15900186	0.011043096	0.2857974	0.6428246	0.1522493	0.08265838	0.10832054	0.7716141	0.8890381	0.07589782	0.69747	0.16120315	0.52550304
MGBC155085	0.0062051853	0.0056243255	0.0079786265	0.008904707	0.002233048	0.004086376	0.019599235	0.009409747	0.00494155	0.005461122	0.0030061759	0.014190015	0.10813561	0.13266607	0.022047108	0.08520143	0.13834567	0.26867187	0.018278927	0.018751074	0.025921047	0.007734563
MGBC155283	0.00005133448	0.000052269002	0.00004946632	0.00006409732	0.000021512804	0	0	0.000020950072	0.00007321399	0	0.000023479484	0.000018494491	0	0	0	0	0	0	0	0	0	0
MGBC155748	0.0001732522	0.00055253494	0.0003163611	0.00056997937	0.0002280613	0.0006865525	0.0007977127	0.00006022642	0.00035621526	0.00034189707	0.00045252498	0.00015021967	0.0006120602	0.00020439159	0.00037577335	0.000071029026	0.00041952316	0.00023229496	0.000057244026	0.0006074559	0.0003667079	0.0015217041
MGBC155975	0.0022576	0.010099906	0.009205137	0.008298147	0.0030049726	0.008644172	0.012130377	0.0010216972	0.0071730805	0.006251264	0.0048812893	0.003210929	0.009616994	0.005271783	0.006040552	0.001846891	0.009068973	0.005307477	0.0008784235	0.0050703418	0.0039546373	0.008866584
MGBC156312	0.107491806	0.021553045	0.07940116	0.09595626	0.119099654	0.041130733	0.03549656	0.11795923	0.06598979	0.035730634	0.053918317	0.09443159	0.009779878	0.10766697	0.050081372	0.10633106	0.035174362	0.04241043	0.15271185	0.043359436	0.06833896	0.04106001
MGBC156494	0.000011600035	0	0.0000061610363	0.0000059526574	0	0	0	0.0000051663656	0	0.0000013043832	0	0	0	0	0	0	0	0	0	0	0	0
MGBC156614	0.0015973108	0.015418407	0.008586216	0.0049957107	0.0030422735	0.005321744	0.006112721	0.00078725425	0.019195914	0.005219731	0.0080521135	0.0031322942	0.0071167494	0.0046008886	0.008135552	0.002341009	0.010699023	0.008534878	0.0015762557	0.0032892374	0.0051764697	0.0085775405
MGBC156628	0.00092281366	0.0005382371	0.0013753565	0.0012053419	0.0006733262	0.0004739186	0.0022986839	0.0010479151	0.0011406478	0.0011813047	0.00032950245	0.0038157129	0.012194266	0.012502008	0.0037063037	0.0073195216	0.012266544	0.023001028	0.008592961	0.008768589	0.004852041	0.0037144623
MGBC156629	0.0027050558	0.039590526	0.026478149	0.008603576	0.005598527	0.009803036	0.011849795	0.0014473998	0.01560828	0.018675253	0.023939004	0.0066587846	0.013783864	0.007985861	0.019198354	0.003748582	0.01812293	0.008317612	0.0018757114	0.0058782613	0.003988034	0.0114171
MGBC156923	0.00010852898	0.0006149843	0.0005203064	0.00003458408	0.00012528631	0.00032052505	0.000094522555	0	0.0006798833	0.004020259	0.00052049704	0.00018222348	0.000017211269	0	0.0001251412	0.000014213302	0.000017188804	0	0	0	0	0.000051543837
MGBC157066	0.0016808703	0.008522483	0.007878728	0.0048885667	0.0031073925	0.006217579	0.008525391	0.001607132	0.009183731	0.007890508	0.0064671994	0.007656541	0.010936946	0.0051602474	0.007822483	0.0025992363	0.010024841	0.0087497495	0.009111079	0.0082091745	0.0042624767	0.012956748
MGBC157102	0.861425	0.34611267	0.76592356	0.89197236	0.61474586	0.37232363	0.24797803	0.6550779	0.8965088	0.65906334	1.6403984	0.16469741	0.0034383745	0.012721746	0.012924654	0.012305137	0.33360595	0.5398951	0.73846054	0.012126072	0.02102983	0.02028615
MGBC157384	0.000175783	0	0.00004888877	0	0	0	0.00015564896	0.00020298151	0	0	0.0001081344	0.000071355935	0	0	0.00027508504	0	0.000049992384	0.00003115316	0	0.00012226126	0.000025073756	0.0000570574
MGBC157385	0.0026045775	0.009605209	0.008272088	0.0056488193	0.006449995	0.0062360726	0.006442608	0.0033761591	0.011837879	0.006742363	0.0068276753	0.0008022011	0.001745051	0.001015511	0.0012901205	0.00048687364	0.0016450712	0.0011743443	0.00016076308	0.0016423946	0.00059964496	0.003362572
